a,c,g,j,k,Y
133.5,37.321999999999996,205.99,9.7095,123.87,17.275
133.8,38.905,207.31,9.7089,124.42,17.458
133.83,38.847,216.04,9.6903,124.4,18.018
134.41,38.847,213.85,9.6994,124.04,17.173
133.95,39.854,210.74,9.6994,124.28,17.541
134.54,40.18,211.26,9.6989,124.4,17.54
134.05,40.191,211.46,9.7196,124.36,17.031
133.83,39.321999999999996,221.16,9.7037,124.51,17.908
133.64,39.321999999999996,214.04,9.6953,124.47,17.771
134.02,39.059,206.17,9.6953,123.6,17.1
133.19,38.846,205.81,9.6888,123.12,16.855
133.12,38.842,213.14,9.6971,123.46,16.977
132.57,38.295,208.4,9.7227,123.22,16.570999999999998
132.5,34.838,212.1,9.748,122.55,17.337
133.82,36.126999999999995,207.14,9.7054,124.49,17.847
133.95,37.45,201.87,9.6877,123.55,17.598
133.89,39.891999999999996,210.63,9.6989,122.94,17.892
132.9,41.873000000000005,210.45,9.6989,123.99,17.892
133.12,41.902,210.45,9.6972,123.35,17.908
133.0,39.556999999999995,209.56,9.7068,123.82,16.632
132.99,38.585,206.71,9.7216,123.76,17.295
134.04,42.059,213.08,9.7216,123.49,17.295
132.69,39.137,207.83,9.7187,122.86,17.262
133.07,39.573,205.83,9.677,123.14,16.922
135.24,28.203000000000003,166.46,9.8429,123.62,16.873
134.57,32.835,177.71,9.7776,124.91,16.873
134.21,35.52,181.79,9.7881,124.08,17.108
134.21,33.993,181.82,9.7791,124.14,16.935
134.19,34.325,195.05,9.801,124.14,17.24
142.23,41.012,239.32,10.419,132.96,21.128
141.89,41.012,220.0,10.502,132.69,18.329
148.78,41.012,231.68,10.502,135.04,18.358
147.12,40.082,225.15,10.488,137.18,18.358
146.08,39.674,227.39,10.498,135.71,18.655
145.65,42.504,228.68,10.520999999999999,135.57,18.426
147.33,41.195,226.64,10.532,134.91,18.617
151.82,57.4,249.88,10.834000000000001,141.62,23.43
155.55,49.998000000000005,244.59,11.186,143.94,19.62
156.33,55.729,247.79,11.186,145.14,19.881
156.49,54.74100000000001,251.93,11.144,144.02,19.997
162.85,55.208999999999996,245.95,11.139000000000001,151.38,19.582
164.14,55.367,246.02,11.187000000000001,151.31,20.235
163.88,50.093999999999994,246.02,11.158,151.33,20.135
163.65,50.093999999999994,249.72,11.135,152.27,20.334
163.69,49.54,242.45,11.213,150.63,19.423
162.75,50.086000000000006,243.14,11.190999999999999,150.56,19.445999999999998
161.37,49.828,245.16,11.15,150.56,19.587
163.02,39.983000000000004,227.77,10.753,151.73,19.869
164.95,38.124,225.29,10.958,153.29,19.653
166.21,45.292,240.2,11.026,154.53,19.655
166.83,45.968999999999994,238.62,11.026,155.51,20.238
168.25,51.787,248.73,11.065999999999999,155.94,20.331
167.32,51.78,241.31,11.084000000000001,155.3,19.807000000000002
167.35,51.78,244.69,11.147,156.15,19.586
168.36,51.78,237.13,11.147,156.45,19.333
168.66,51.653999999999996,247.59,11.147,155.92,20.175
167.72,52.321999999999996,247.14,11.132,155.85,19.743
168.41,54.107,256.58,11.152999999999999,156.53,19.838
168.45,52.953,260.5,11.115,156.69,19.910999999999998
169.33,54.31100000000001,260.18,11.142999999999999,156.74,19.680999999999997
168.86,51.727,253.99,11.136,157.15,19.625999999999998
170.52,52.385,257.96,11.117,157.76,20.074
170.1,50.608999999999995,259.27,11.159,157.69,20.033
169.45,55.434,261.1,11.145999999999999,157.85,20.049
168.62,52.57,259.93,11.152000000000001,156.7,19.744
166.81,53.46,253.99,11.152000000000001,155.95,19.768
169.11,53.46,261.57,11.154000000000002,156.1,19.762999999999998
169.27,55.424,261.57,11.395,154.33,19.944000000000003
169.81,57.885,261.19,11.384,157.16,20.053
167.04,49.361999999999995,260.86,11.341,154.9,20.125999999999998
166.73,49.361999999999995,257.4,11.288,154.01,20.019000000000002
166.73,49.336999999999996,258.2,11.315,155.56,19.953
165.38,45.622,251.71,11.307,154.59,19.616
165.44,57.998999999999995,254.97,11.311,154.2,19.594
166.78,47.935,243.6,11.305,154.53,19.551
165.73,39.763000000000005,242.64,11.26,154.97,19.512
165.73,41.934,238.87,11.241,153.42,19.206
165.81,49.648,232.24,10.825,154.22,19.715
166.57,50.285,252.38,10.738,154.39,19.674
164.76,55.443999999999996,256.68,10.71,153.71,19.614
165.47,56.961999999999996,259.16,10.707,153.36,19.759
165.43,49.582,257.32,10.720999999999998,153.04,19.733
165.35,48.683,255.59,10.675999999999998,154.62,19.817999999999998
167.62,57.831,267.32,10.613,156.46,19.817999999999998
165.76,51.791000000000004,260.09,10.495,153.94,19.794
165.49,51.791000000000004,269.44,10.48,154.02,19.901
165.63,51.173,271.7,10.482999999999999,153.53,20.335
164.94,51.465,263.35,10.482999999999999,151.54,19.314
165.32,48.708999999999996,223.18,10.022,154.42,17.401
170.07,53.981,260.33,10.24,158.1,19.311
175.6,46.395,248.22,10.47,161.83,18.975
179.26,48.168,248.22,10.469000000000001,166.92,18.831
182.77,50.825,250.63,10.469000000000001,169.44,18.831
181.22,50.693000000000005,243.97,10.505999999999998,169.35,18.765
182.01,50.693000000000005,252.89,10.514000000000001,168.45,19.142
181.43,48.688,252.07,10.514000000000001,169.63,19.325
181.39,55.129,257.97,10.514000000000001,169.17,19.433
180.62,52.153999999999996,255.99,10.514000000000001,169.57,19.430999999999997
182.26,57.994,259.79,10.508,169.67,19.573
182.15,53.038000000000004,258.41,10.523,169.31,19.512999999999998
184.2,54.29600000000001,260.47,10.401,171.17,18.552
184.2,56.766000000000005,262.55,10.425,171.46,19.21
184.28,56.077,264.66,10.427999999999999,170.87,19.062
184.13,54.528,266.46,10.427999999999999,171.87,19.542
171.78,39.021,222.02,10.226,184.31,19.204
179.53,51.68600000000001,252.38,10.633,190.46,20.878
179.53,47.208999999999996,247.48,10.812999999999999,189.97,20.098
179.5,44.294,241.41,10.777999999999999,189.78,19.889
184.85,55.015,259.16,11.469000000000001,191.34,20.092
184.18,42.083,229.45,11.527000000000001,189.8,19.016
196.74,47.365,239.69,11.565,187.05,19.227
196.55,45.486999999999995,243.47,11.549000000000001,188.71,19.277
198.3,57.658,255.97,11.7,189.1,19.59
198.12,43.349,237.84,11.703,189.1,19.038
207.43,51.687,253.16,11.565,198.48,18.57
207.03,55.912,256.54,11.600999999999999,198.26,18.745
207.8,57.556000000000004,267.53,11.607999999999999,198.03,18.758
207.93,56.923,269.42,11.592,197.62,19.01
169.71,48.21,237.16,11.129000000000001,162.93,17.247
205.21,57.905,265.4,11.850999999999999,197.51,19.269000000000002
203.14,57.905,245.22,11.708,194.21,19.109
199.66,57.24,262.44,11.536,191.19,19.109
200.63,57.065,249.05,11.609000000000002,191.39,18.744
201.18,57.277,258.79,11.494000000000002,190.86,18.862000000000002
198.36,57.871,258.88,11.544,190.77,18.801
199.6,57.871,255.73,11.571,190.61,19.025
200.18,58.098,254.33,11.584000000000001,191.3,18.732
184.45,50.246,257.24,11.175999999999998,174.73,17.705
186.24,54.577,257.24,11.264000000000001,179.01,19.533
188.37,55.281000000000006,245.37,11.38,180.85,19.537
188.9,57.005,237.76,11.376,180.95,19.158
190.54,56.016000000000005,247.11,11.422,182.62,19.344
190.41,56.111000000000004,250.39,11.49,182.2,19.685
191.5,55.89,243.73,11.475999999999999,181.74,19.500999999999998
191.03,58.17100000000001,245.52,11.454,181.58,19.367
185.95,56.113,236.41,11.198,176.53,19.027
185.7,55.854,258.74,11.213,176.94,19.937
185.29,54.989,246.58,11.23,176.99,19.326
182.79,53.541000000000004,231.38,11.044,174.18,19.277
182.35,55.281000000000006,238.01,11.13,174.34,19.277
182.21,55.31399999999999,248.43,11.154000000000002,173.87,19.113
182.29,56.044,247.22,11.169,173.04,19.363
182.29,55.088,247.53,11.164000000000001,174.02,19.25
182.3,56.233000000000004,244.76,11.142000000000001,172.83,18.958
181.78,54.342,238.69,11.133,173.48,19.178
181.53,55.225,241.52,11.18,173.29,19.175
181.32,58.818999999999996,240.73,11.164000000000001,173.27,19.175
181.56,53.849,240.46,11.142999999999999,173.29,18.982
181.6,54.196000000000005,240.46,11.168,173.39,19.29
183.16,53.981,249.64,11.216,173.49,19.272000000000002
185.39,55.161,252.45,11.35,176.24,19.784000000000002
176.5,52.64,242.48,11.33,168.0,19.385
182.24,32.203,197.56,11.372,172.3,19.385
179.19,37.588,222.24,11.312000000000001,170.46,19.434
180.27,37.816,233.55,11.390999999999998,170.91,19.794
180.6,42.111999999999995,238.61,11.397,170.38,19.587
181.12,43.9,245.09,11.359000000000002,172.43,19.84
179.25,46.516000000000005,253.25,11.345,172.1,19.921
179.38,55.556000000000004,261.86,11.392999999999999,170.49,19.921
180.84,53.644,271.72,11.369000000000002,170.29,20.180999999999997
180.84,49.448,254.04,11.366,169.5,19.371
178.01,57.592,261.64,11.377,169.52,19.846
178.37,53.27,262.92,11.362,169.21,19.903
178.47,53.105,260.27,11.341,168.22,19.805
178.89,53.105,270.68,11.367,166.99,19.750999999999998
177.85,52.648999999999994,262.23,11.355,170.46,19.825
177.59,52.619,262.23,11.355,169.87,19.771
177.37,52.619,262.36,11.386,170.05,19.565
177.53,52.762,261.99,11.395999999999999,169.24,19.646
162.51,35.986999999999995,232.82,10.997,155.42,19.101
163.66,47.342,251.75,11.011,155.72,19.789
164.25,48.599,252.46,11.099,155.48,19.794
164.01,47.845,251.46,11.067,154.99,19.372
163.98,47.105,248.75,11.048,155.26,19.41
162.6,45.394,250.11,11.046,155.43,19.862000000000002
163.01,44.781000000000006,250.29,11.08,154.51,19.005
163.09,49.818000000000005,252.16,11.085999999999999,155.27,19.375
163.02,55.735,255.33,11.065,154.69,19.375999999999998
162.89,58.97,257.64,11.09,154.52,19.569000000000003
163.12,48.526,258.25,11.082,155.45,19.795
163.07,48.467,252.15,11.052999999999999,155.6,19.795
163.29,48.467,254.13,11.123,154.65,19.317
162.24,48.133,253.29,11.017999999999999,154.66,19.297
162.24,41.701,214.19,11.089,155.39,19.045
161.99,40.871,229.69,11.097999999999999,155.44,19.045
165.0,43.316,238.98,11.065999999999999,155.22,19.459
165.04,43.316,242.19,11.061,155.18,19.552
163.62,43.316,246.31,11.092,155.42,19.305999999999997
164.26,43.073,243.76,11.017000000000001,156.18,19.305999999999997
162.33,45.202,243.58,11.074000000000002,156.25,19.273
162.55,39.689,240.51,11.062999999999999,155.62,19.278
163.36,40.229,242.86,11.045,155.74,19.389
163.87,39.978,242.35,11.115,155.74,19.034000000000002
163.81,44.003,242.35,11.11,155.86,19.573
163.34,42.397,240.95,11.015999999999998,156.25,19.156
163.24,41.826,243.57,11.036,156.32,19.174
153.22,33.584,203.62,10.511,147.1,17.283
150.28,35.351,210.86,10.425999999999998,143.1,18.087
149.94,35.351,209.13,10.397,143.57,18.074
149.94,35.888000000000005,209.87,10.398,142.87,17.748
149.99,32.391999999999996,210.85,10.436,142.82,17.832
149.61,33.077,214.88,10.415,143.77,18.083
150.16,34.909,219.9,10.373,143.0,18.17
149.49,35.748000000000005,218.4,10.436,142.58,17.971
146.23,35.748000000000005,208.78,10.208,140.39,18.506
147.81,35.88,220.5,10.375,140.52,18.153
137.75,35.88,198.74,9.9782,132.08,16.033
134.3,36.443000000000005,206.87,9.7391,125.37,17.469
133.44,33.979,205.49,9.687000000000001,125.91,17.744
133.44,35.887,207.37,9.6617,125.9,17.379
133.57,32.068000000000005,201.4,9.7077,125.9,17.487000000000002
132.11,31.41,202.19,9.7296,125.9,17.618
132.76,31.465,194.96,9.6942,126.58,17.034000000000002
132.97,32.95,196.77,9.7209,126.31,17.082
132.61,27.87,197.04,9.6846,126.11,17.577
134.64,32.063,197.04,9.749,125.58,17.409000000000002
134.23,33.26,194.85,9.7291,126.76,17.006
132.87,30.034000000000002,186.71,9.7125,126.47,16.917
132.87,30.104,190.61,9.7171,126.17,16.917
132.82,30.104,189.52,9.6898,126.05,16.732
133.23,31.250999999999998,186.05,9.6957,126.34,16.663
132.74,30.384,196.94,9.7555,126.38,17.233
133.0,33.723,192.3,9.7162,126.09,16.563
132.62,35.963,189.34,9.7175,125.31,16.802
133.33,34.211,189.34,9.7379,125.14,16.802
133.47,30.533,193.86,9.7045,125.22,16.774
134.48,30.541999999999998,193.92,9.6824,125.22,17.392
132.44,31.840999999999998,191.5,9.6347,124.36,16.958
133.14,36.536,197.58,9.6347,124.37,17.184
132.3,35.787,196.33,9.6141,125.02,17.272000000000002
132.08,30.078000000000003,195.9,9.6141,125.28,17.027
131.85,29.28,198.96,9.5951,125.27,17.074
131.61,34.317,195.02,9.6355,125.27,16.6
131.55,33.834,198.1,9.6301,125.03,17.528
131.55,34.063,198.07,9.5966,124.85,17.107
131.51,33.852,189.63,9.6056,125.14,16.785
131.55,33.852,191.61,9.615,124.74,16.977999999999998
157.7,43.839,243.36,10.833,149.36,19.967
159.12,48.256,252.23,10.847999999999999,152.31,19.995
159.59,50.47,251.95,10.854000000000001,152.7,19.08
160.07,45.736999999999995,245.58,10.865,152.63,19.08
160.0,46.13,247.77,10.937000000000001,152.66,19.118
159.99,50.425,249.74,10.892000000000001,153.3,19.192
160.42,49.876000000000005,251.94,10.91,153.6,19.070999999999998
160.82,48.285,251.63,10.935,153.72,18.921
160.58,50.797,249.37,10.902000000000001,153.71,18.921
160.72,50.193999999999996,249.36,10.908,153.67,18.901
161.75,47.207,246.98,10.876,153.67,19.035
161.06,46.95,248.62,10.847999999999999,153.01,19.648
161.12,58.89,252.34,10.882,152.79,19.489
160.9,49.769,242.26,10.922,152.73,18.762999999999998
159.32,44.934,243.13,10.852,152.58,18.804000000000002
157.43,38.21,221.77,10.822000000000001,150.29,17.814
157.38,35.242,223.8,10.811,149.09,18.495
156.99,42.183,234.86,10.753,149.37,19.272000000000002
165.95,56.391000000000005,250.65,11.0,159.02,19.465
165.98,49.281000000000006,250.65,11.022,158.95,19.524
165.11,51.368,254.89,11.017000000000001,158.67,19.512999999999998
166.33,51.368,260.78,11.032,157.99,19.512999999999998
165.99,50.748999999999995,253.51,11.025,158.4,19.471
164.94,52.328,256.14,11.033,157.64,19.471
164.57,47.48,248.06,11.033,157.52,19.46
165.59,51.552,251.55,11.033,157.8,19.445999999999998
158.99,37.524,222.37,11.032,151.91,18.948
160.57,39.784,232.59,10.985,154.3,19.018
160.02,44.015,244.62,11.097999999999999,154.3,19.839000000000002
160.18,42.211999999999996,242.86,11.107000000000001,154.31,19.296
160.18,45.441,240.12,11.027999999999999,154.53,18.874000000000002
159.03,30.401999999999997,199.9,10.841,152.09,18.926
158.2,33.533,215.62,10.66,151.94,18.858
163.17,38.304,234.47,11.083,155.02,20.309
161.39,42.066,234.25,11.05,154.46,19.744
161.99,41.858999999999995,234.25,11.102,154.14,18.952
163.68,41.858999999999995,234.81,11.158,155.93,19.333
164.76,43.863,244.63,11.012,156.31,19.283
163.49,51.744,254.82,11.125,156.99,19.203
163.34,51.004,258.56,11.114,156.01,19.203
161.45,51.558,259.85,11.113,155.69,19.142
161.76,50.568000000000005,233.14,11.276,155.21,18.435
164.27,41.993,235.48,11.335999999999999,156.05,18.505
170.27,57.037,239.86,11.605,163.67,18.264
171.1,48.989,243.96,11.661,162.96,19.245
171.35,49.422,243.53,11.647,164.06,19.192999999999998
134.84,41.653,154.81,9.7594,129.44,16.617
135.17,56.49100000000001,173.4,9.7392,129.19,17.660999999999998
205.03,47.953,207.27,11.955,180.54,19.968
206.43,46.081,212.91,12.062000000000001,185.08,20.51
203.57,45.68,211.78,12.145,187.85,19.805
196.4,46.427,261.02,12.137,184.15,21.1
202.29,51.32899999999999,256.99,12.137,191.05,21.122
201.03,54.842,253.43,12.225999999999999,191.0,21.122
200.38,57.183,242.44,12.238,190.93,20.834
199.34,51.207,237.22,12.213,189.45,20.506999999999998
195.48,55.188,251.03,11.912,182.42,19.820999999999998
193.04,56.821999999999996,272.06,11.88,183.21,20.421
191.26,56.038999999999994,260.5,11.88,181.53,20.258
190.23,56.321000000000005,267.9,11.88,180.42,20.334
190.31,55.611000000000004,270.63,11.703,177.3,19.58
188.93,56.747,261.86,11.648,174.92,20.074
187.35,47.721000000000004,228.87,11.640999999999998,174.84,19.825
187.79,46.333,272.52,11.63,174.84,19.894000000000002
185.55,43.457,256.12,11.63,174.84,22.908
175.25,46.01,245.95,10.052999999999999,168.89,20.153
177.19,46.131,248.36,10.057,169.5,20.63
177.4,46.198,248.92,10.057,168.39,20.352
175.96,42.272,242.41,10.056000000000001,168.09,20.354
176.68,37.094,236.25,10.033,168.09,19.976
176.4,38.978,232.63,10.097000000000001,168.02,19.757
175.43,48.33,233.28,10.048,167.51,20.063
175.3,46.57899999999999,240.4,10.045,167.33,20.232
179.44,34.558,225.82,10.363,164.5,18.891
185.9,35.842,232.48,10.74,170.76,19.347
190.2,54.381,239.78,10.993,175.04,20.233
205.52,48.766999999999996,245.2,11.76,187.29,21.758000000000003
208.51,48.461000000000006,234.64,11.875,191.37,21.673000000000002
204.92,53.327,231.66,11.902000000000001,192.96,21.26
203.69,19.88,229.37,11.847999999999999,192.49,17.807000000000002
204.05,21.188000000000002,229.1,11.765999999999998,189.02,17.828
206.05,20.729,227.86,11.890999999999998,189.79,17.608
218.27,26.296,252.78,12.155999999999999,190.94,18.726
213.75,24.478,252.31,12.257,195.91,18.781
219.44,20.11,250.58,12.32,195.33,18.769000000000002
204.36,18.055,239.14,11.895999999999999,185.08,17.919
197.13,23.028000000000002,239.2,11.911,185.11,18.255
196.86,22.022,242.38,11.902000000000001,181.99,18.533
196.86,19.692,244.11,11.945,184.41,18.402
197.06,20.535,245.63,11.922,183.38,18.402
197.65,22.13,246.1,11.917,184.21,18.412
197.61,24.355,246.1,11.912,184.12,18.204
206.84,21.639,245.75,12.014000000000001,183.43,18.621
195.06,20.916,250.05,12.037,189.68,18.816
199.97,25.325,248.34,12.169,191.69,18.902
200.31,18.264,252.77,12.177999999999999,194.31,19.25
199.12,19.547,251.61,12.203,193.92,19.166
204.61,23.629,251.61,12.484000000000002,193.92,19.555
188.24,23.629,244.39,12.290999999999999,177.34,19.924
190.26,24.112,259.8,12.314,180.38,19.803
190.69,28.325,267.43,12.241,177.82,19.274
188.6,31.858,269.71,12.128,176.19,18.964000000000002
186.92,23.381999999999998,262.14,12.082,176.53,18.926
186.92,23.381999999999998,255.13,11.915999999999999,173.31,17.771
187.17,23.208000000000002,257.59,11.977,175.0,18.692
187.15,24.98,252.08,11.988,176.06,18.692
187.15,21.58,260.49,12.062000000000001,175.8,18.714000000000002
186.44,29.281999999999996,263.26,12.049000000000001,175.42,18.753
186.37,25.697,274.47,12.032,174.91,18.753
185.03,28.194000000000003,274.36,12.040999999999999,176.25,18.705
185.68,28.338,266.69,12.040999999999999,174.44,18.989
185.68,31.08,266.69,12.040999999999999,175.51,18.959
186.2,25.756999999999998,269.26,12.043,175.38,18.959
131.44,18.746,162.95,9.7066,123.76,14.485
136.16,19.003,181.94,9.7113,128.68,14.697000000000001
137.21,22.587,190.64,9.7545,127.75,15.342
138.02,21.528000000000002,186.19,9.7332,127.75,15.109000000000002
137.0,24.068,203.25,9.6808,127.09,16.104
136.18,25.904,212.59,9.6655,126.5,15.753
136.76,24.616999999999997,218.99,9.7435,126.86,15.677
137.4,20.499000000000002,221.07,9.7049,127.42,15.918
139.09,21.039,220.83,9.7819,127.25,15.739
138.24,19.326,220.39,9.7641,128.04,15.950999999999999
139.72,19.37,220.22,9.7624,127.84,15.902000000000001
137.92,18.348,215.64,9.7624,129.0,15.879000000000001
137.94,19.157,226.79,9.7566,128.6,15.879000000000001
138.02,21.669,239.34,9.7537,127.97,15.860999999999999
138.02,22.101,237.07,9.7537,128.07,15.765
137.59,19.393,229.59,9.7737,128.09,15.732999999999999
137.56,20.349,229.53,9.7066,127.96,15.718
138.19,20.82,229.3,9.7509,126.84,15.715
138.01,21.03,229.3,9.776,126.98,15.729000000000001
138.59,18.567,229.44,9.7779,126.14,15.79
139.08,21.471999999999998,230.87,9.7644,125.78,15.703
137.65,20.275,232.5,9.7831,126.37,15.860999999999999
137.87,22.197,236.57,9.736,125.89,15.639000000000001
137.41,20.918000000000003,236.18,9.7761,125.62,15.667
137.41,20.918000000000003,234.71,9.7664,126.83,15.597999999999999
137.56,20.456,235.41,9.7189,126.85,15.867
137.59,19.3,231.47,9.7799,126.85,15.745
137.8,20.92,231.47,9.7695,125.47,15.672
137.85,20.768,231.62,9.7659,125.55,15.610999999999999
137.85,22.458000000000002,238.56,9.7427,127.6,16.089000000000002
137.9,19.879,243.15,9.7427,126.82,15.927
135.82,22.061,247.42,9.7871,127.08,16.049
136.93,21.646,251.48,9.7871,127.06,16.188
137.7,25.579,266.83,9.7215,126.58,16.317999999999998
137.84,24.281,262.13,9.7649,126.54,16.123
136.66,24.281,263.97,9.7892,126.54,16.116
136.79,23.355,258.63,9.677,126.54,16.144000000000002
135.43,32.122,270.81,9.7345,125.56,16.493
135.89,26.874000000000002,281.27,9.7239,125.12,17.415
135.68,31.031,266.26,9.7047,125.88,16.701
136.59,25.776,264.23,9.6885,125.89,16.555
134.08,19.547,228.52,9.6424,125.49,16.004
134.36,19.883,228.52,9.6416,126.47,15.956
144.35,24.779,227.18,10.364,136.26,17.102999999999998
144.29,19.936,227.26,10.412,136.07,17.426
143.79,20.484,220.47,10.412,135.64,16.925
145.47,17.985,214.27,10.394,135.94,17.066
145.46,20.295,216.94,10.39,136.11,17.147000000000002
146.94,24.38,216.76,10.418,136.65,16.768
152.63,25.37,223.11,10.782,142.58,18.657
154.94,18.342,221.35,11.068,147.55,17.688
157.06,20.2,218.79,11.175999999999998,149.24,17.849
159.29,24.336,218.72,11.112,153.47,17.781
160.13,20.93,226.2,11.113,152.89,18.037
160.07,20.941999999999997,227.62,11.045,151.91,17.714000000000002
160.48,20.736,231.17,11.045,152.7,18.362000000000002
160.65,20.535999999999998,225.17,11.044,152.59,18.34
160.7,20.535999999999998,225.17,11.027000000000001,152.84,18.34
160.7,19.62,224.99,11.059000000000001,154.44,18.093
161.03,21.295,234.88,11.059000000000001,154.46,18.093
161.03,21.281999999999996,234.24,11.052999999999999,154.46,18.088
160.57,19.74,230.02,11.067,153.95,18.037
160.69,19.495,230.68,11.08,153.37,17.949
161.19,21.834,232.06,11.083,152.32,17.997
159.91,21.112,231.35,11.057,152.95,17.997
160.84,21.305999999999997,232.21,11.065,152.88,18.174
160.75,19.35,233.05,11.049000000000001,152.06,18.105
159.66,19.855,226.12,11.085999999999999,152.15,17.88
159.49,18.438,223.21,11.085999999999999,152.23,17.804000000000002
160.14,20.724,228.66,11.083,152.25,18.055
160.6,21.430999999999997,232.13,11.107999999999999,151.7,18.215999999999998
159.03,20.535,227.42,11.092,151.68,17.837
159.28,20.604,227.06,11.078,151.48,18.137
175.15,20.906,207.3,11.017000000000001,159.82,18.809
175.15,21.994,207.3,11.054,159.54,18.809
173.24,18.526,204.3,11.064,156.2,18.64
171.3,20.671,213.46,11.052,155.44,18.698
171.89,19.344,224.21,11.126,154.77,18.435
171.55,21.011,242.53,11.064,155.93,19.014
170.65,27.712,232.77,11.077,155.38,18.87
169.47,22.254,246.71,11.024000000000001,153.95,18.87
168.54,21.72,248.27,11.057,152.44,18.782
166.15,19.764,235.12,11.046,152.87,18.000999999999998
166.75,18.624000000000002,238.59,11.032,153.29,17.984
164.67,20.541999999999998,228.9,11.020999999999999,153.2,17.909000000000002
165.89,19.863,222.89,11.057,151.49,17.843
165.89,20.283,220.61,11.027000000000001,150.9,17.843
165.97,20.283,223.64,11.071,149.65,17.608
166.18,20.008,224.85,11.067,150.37,17.598
165.47,20.075,227.04,11.049000000000001,150.37,17.6
164.11,20.075,222.85,11.037,150.41,17.6
166.4,20.17,221.35,11.040999999999999,148.7,17.701
166.53,18.636,220.27,11.007,148.31,17.451
178.01,28.058000000000003,252.2,11.402999999999999,157.64,19.285
176.7,22.409000000000002,248.69,11.386,159.58,17.805999999999997
176.28,21.53,246.62,11.413,159.28,18.252
176.32,25.74,253.91,10.927,145.38,16.502
184.13,27.504,253.5,11.293,151.25,17.09
183.59,24.298000000000002,236.12,11.312999999999999,151.82,16.915
182.05,24.964000000000002,246.47,11.262,151.47,16.91
181.19,25.965,246.47,11.245999999999999,152.47,16.91
180.38,27.489,246.53,11.247,152.84,17.051
179.09,24.135,226.51,11.265999999999998,153.56,16.532
178.56,23.351999999999997,223.5,11.259,152.6,16.477999999999998
179.47,21.232,221.2,11.205,153.22,16.348
185.33,24.851,251.02,11.594000000000001,158.46,17.444000000000003
184.02,25.088,254.11,11.65,160.5,17.166
183.5,25.088,241.99,11.607000000000001,158.05,16.839000000000002
184.32,22.371,234.46,11.614,158.9,17.298
185.61,20.769000000000002,239.77,11.704,159.74,17.272000000000002
185.21,25.221,268.57,11.802999999999999,164.89,18.345
182.61,24.83,267.98,11.552999999999999,157.55,18.144000000000002
184.25,22.375999999999998,272.91,11.575999999999999,158.33,18.129
180.4,23.589000000000002,269.39,11.41,158.0,17.803
178.5,23.436,270.62,11.434000000000001,159.41,18.233
177.7,23.250999999999998,263.97,11.433,158.29,18.012999999999998
179.75,23.334,267.73,11.42,158.29,18.364
180.33,25.569000000000003,259.25,11.423,158.56,18.304000000000002
180.42,22.322,261.21,11.365,157.71,18.304000000000002
181.22,24.128,264.01,11.409,157.62,18.122
180.83,23.88,266.94,11.42,157.69,18.023
179.39,22.541999999999998,267.36,11.372,157.65,18.262999999999998
179.96,21.798000000000002,262.23,11.395,158.3,18.202
180.55,21.764,249.14,11.425,158.1,17.6
179.44,21.764,249.53,11.413,158.1,17.694000000000003
203.92,20.13,248.12,11.536,168.06,18.118
203.6,19.968,242.86,11.536,169.14,17.787
201.51,19.968,233.18,11.530999999999999,170.82,17.426
205.01,20.544,261.79,11.935,178.08,18.53
205.93,20.839000000000002,261.79,11.918,178.98,18.667
206.08,20.839000000000002,260.19,11.957,177.45,18.301
206.33,22.004,267.21,11.957,177.81,18.395
207.05,24.377,257.01,11.957,177.12,18.48
206.59,21.71,244.78,11.949000000000002,180.44,18.343
200.96,26.899,246.87,12.0,181.27,18.538
202.84,22.6,250.91,12.135,183.14,18.883
203.84,20.991999999999997,251.95,12.071,183.87,18.768
206.53,22.366999999999997,239.59,12.110999999999999,180.2,18.768
208.7,22.430999999999997,243.85,12.145999999999999,181.44,18.857
208.39,22.430999999999997,256.6,12.12,179.82,19.214000000000002
210.11,25.072,279.11,12.14,179.59,19.316
206.22,23.136999999999997,247.16,11.773,175.34,18.48
205.52,20.601999999999997,244.39,11.822000000000001,173.97,18.326
206.53,21.195999999999998,242.33,11.815999999999999,173.21,18.407
207.95,20.894000000000002,242.33,11.838,173.26,18.191
206.19,22.168000000000003,242.64,11.808,174.42,18.127
207.17,22.293000000000003,244.8,11.83,174.41,18.458
206.38,22.293000000000003,238.85,11.838,174.29,17.979
205.58,20.257,232.52,11.808,176.14,17.955
204.86,20.257,236.14,11.929,178.12,17.964000000000002
207.86,18.378,242.17,12.005999999999998,179.06,18.227999999999998
214.24,20.313,237.92,12.181,181.69,18.61
192.06,20.313,228.75,12.181,168.06,18.432000000000002
197.68,21.409000000000002,253.84,12.19,171.12,19.028
199.21,23.041999999999998,249.33,12.215,170.08,19.125999999999998
198.99,19.567,234.34,12.22,172.04,18.582
196.42,21.075,232.33,12.22,171.55,18.54
197.95,20.965,237.02,12.214,170.96,18.507
198.01,20.285,235.45,12.181,169.91,18.553
191.34,18.102,244.91,11.860999999999999,166.29,18.174
191.97,23.245,254.72,11.800999999999998,163.9,18.937
184.11,22.761,256.66,11.765,163.57,19.003
195.74,21.929000000000002,246.05,11.818,162.55,18.776
194.44,22.573,250.16,11.902000000000001,166.6,19.084
194.62,22.573,251.33,11.907,160.85,19.046
197.71,22.465999999999998,249.32,11.994000000000002,165.44,18.721
